date,demand,promotion,price_index,availability_index,deployment_activity
2025-07-12,193.93,0,102.38,98.39,41.92
2025-07-13,170.49,0,102.43,96.6,40.57
2025-07-14,203.97,0,102.46,97.38,43.85
2025-07-15,233.5,0,102.49,96.48,43.96
2025-07-16,200.85,0,102.5,96.7,43.15
2025-07-17,211.18,0,102.5,95.55,44.46
2025-07-18,181.84,0,102.49,95.55,42.57
2025-07-19,172.09,0,102.46,95.24,43.06
2025-07-20,168.98,0,102.43,94.48,42.78
2025-07-21,228.89,1,102.38,95.29,41.92
2025-07-22,235.45,0,102.32,95.07,40.98
2025-07-23,203.91,0,102.25,94.84,46.44
2025-07-24,191.34,0,102.17,95.34,41.1
2025-07-25,170.17,0,102.07,95.16,40.68
2025-07-26,194.3,0,101.97,93.8,42.91
2025-07-27,172.29,0,101.86,94.27,42.6
2025-07-28,192.97,0,101.74,93.56,39.37
2025-07-29,207.62,0,101.61,94.05,44.52
2025-07-30,204.19,0,101.47,93.68,42.2
2025-07-31,201.11,0,101.32,95.34,40.31
2025-08-01,215.44,0,101.17,94.6,45.07
2025-08-02,190.18,0,101.02,94.36,44.12
2025-08-03,166.95,0,100.86,95.55,40.54
2025-08-04,202.94,0,100.69,93.42,46.85
2025-08-05,201.89,0,100.52,93.78,44.85
2025-08-06,195.84,0,100.35,96.01,43.76
2025-08-07,218.53,0,100.17,95.76,47.24
2025-08-08,200.49,0,100.0,96.18,44.66
2025-08-09,186.65,0,99.83,95.35,44.59
2025-08-10,173.15,0,99.65,96.54,43.64
2025-08-11,196.07,0,99.48,98.22,46.46
2025-08-12,257.94,1,99.31,97.64,46.6
2025-08-13,223.54,0,99.14,97.4,46.03
2025-08-14,201.64,0,98.98,97.18,44.79
2025-08-15,168.75,0,98.83,97.38,47.01
2025-08-16,176.93,0,98.68,96.31,46.99
2025-08-17,227.15,1,98.53,98.08,44.86
2025-08-18,183.36,0,98.39,98.56,44.99
2025-08-19,223.05,0,98.26,96.9,49.47
2025-08-20,221.9,0,98.14,97.53,43.54
2025-08-21,216.82,0,98.03,97.13,49.57
2025-08-22,198.83,0,97.93,97.18,48.63
2025-08-23,169.83,0,97.83,97.77,52.62
2025-08-24,160.72,0,97.75,96.12,49.43
2025-08-25,192.87,0,97.68,97.82,52.16
2025-08-26,226.35,0,97.62,97.7,50.46
2025-08-27,213.17,0,97.57,96.76,51.89
2025-08-28,198.69,0,97.54,94.95,53.54
2025-08-29,165.7,0,97.51,95.72,51.55
2025-08-30,198.49,0,97.5,97.0,54.86
2025-08-31,188.14,0,97.5,93.92,51.27
2025-09-01,206.41,0,97.51,95.34,54.22
2025-09-02,225.75,0,97.54,94.49,55.85
2025-09-03,225.73,0,97.57,95.62,55.68
2025-09-04,203.88,0,97.62,94.35,58.54
2025-09-05,184.06,0,97.68,94.89,53.51
2025-09-06,168.32,0,97.75,94.82,52.59
2025-09-07,209.85,0,97.83,95.55,53.67
2025-09-08,202.03,0,97.93,94.0,57.27
2025-09-09,206.84,0,98.03,94.32,57.21
2025-09-10,220.82,0,98.14,92.97,56.68
2025-09-11,225.27,1,98.26,94.83,54.46
2025-09-12,202.53,0,98.39,93.5,58.46
2025-09-13,163.07,0,98.53,93.71,54.68
2025-09-14,182.92,0,98.68,94.19,59.63
2025-09-15,207.15,0,98.83,93.25,63.18
2025-09-16,215.02,0,98.98,94.67,58.34
2025-09-17,216.05,0,99.14,95.39,58.89
2025-09-18,201.87,0,99.31,95.15,56.84
2025-09-19,179.99,0,99.48,94.07,54.28
2025-09-20,163.16,0,99.65,95.36,56.75
2025-09-21,168.79,0,99.83,96.24,55.8
2025-09-22,207.51,0,100.0,94.69,55.11
2025-09-23,208.05,0,100.17,95.53,61.43
2025-09-24,237.85,1,100.35,97.16,58.5
2025-09-25,194.79,0,100.52,97.0,58.66
2025-09-26,228.49,1,100.69,97.35,57.21
2025-09-27,178.04,0,100.86,98.59,57.38
2025-09-28,180.86,0,101.02,97.81,59.54
2025-09-29,187.42,0,101.17,98.12,57.4
2025-09-30,215.7,0,101.32,99.7,58.37
2025-10-01,203.27,0,101.47,97.75,56.74
2025-10-02,195.37,0,101.61,97.41,56.24
2025-10-03,190.6,0,101.74,98.3,53.9
2025-10-04,210.91,1,101.86,98.3,52.52
2025-10-05,159.39,0,101.97,97.57,55.69
2025-10-06,177.84,0,102.07,97.13,56.06
2025-10-07,206.93,0,102.17,99.35,53.08
2025-10-08,264.31,1,102.25,97.8,55.28
2025-10-09,174.03,0,102.32,96.88,55.14
2025-10-10,180.23,0,102.38,97.82,50.39
2025-10-11,182.65,1,102.43,96.86,52.53
2025-10-12,162.45,0,102.46,96.51,54.81
2025-10-13,183.05,0,102.49,96.81,54.41
2025-10-14,197.49,0,102.5,95.24,50.95
2025-10-15,201.9,0,102.5,96.11,53.18
2025-10-16,197.7,0,102.49,96.92,54.52
2025-10-17,171.2,0,102.46,95.64,53.62
2025-10-18,147.14,0,102.43,94.8,51.47
2025-10-19,177.99,0,102.38,94.47,50.32
2025-10-20,194.85,0,102.32,94.32,49.58
2025-10-21,214.07,0,102.25,94.25,51.35
2025-10-22,189.62,0,102.17,94.0,50.39
2025-10-23,200.89,0,102.07,94.79,50.84
2025-10-24,185.03,0,101.97,92.85,49.43
2025-10-25,154.61,0,101.86,94.61,50.39
2025-10-26,170.63,0,101.74,93.74,48.53
2025-10-27,187.57,0,101.61,94.29,49.5
2025-10-28,228.11,0,101.47,93.31,49.27
2025-10-29,233.8,0,101.32,95.13,45.52
2025-10-30,178.65,0,101.17,95.21,43.13
2025-10-31,212.28,0,101.02,95.19,49.46
2025-11-01,158.08,0,100.86,93.65,46.51
2025-11-02,185.44,0,100.69,95.52,42.21
2025-11-03,203.74,0,100.52,95.47,43.87
2025-11-04,198.21,0,100.35,94.33,46.51
2025-11-05,221.07,0,100.17,95.7,44.09
2025-11-06,202.75,0,100.0,96.26,43.32
2025-11-07,193.82,0,99.83,96.67,46.86
2025-11-08,176.94,0,99.65,96.68,41.69
2025-11-09,193.8,0,99.48,97.02,41.93
2025-11-10,199.6,0,99.31,98.09,43.71
2025-11-11,214.68,0,99.14,98.14,43.85
2025-11-12,233.09,0,98.98,95.48,43.86
2025-11-13,251.22,1,98.83,97.44,44.51
2025-11-14,200.26,0,98.68,97.68,42.93
2025-11-15,171.81,0,98.53,96.68,43.37
2025-11-16,172.5,0,98.39,98.04,41.75
2025-11-17,196.86,0,98.26,98.87,42.3
2025-11-18,213.03,0,98.14,97.23,42.31
2025-11-19,235.5,0,98.03,98.18,42.47
2025-11-20,226.28,0,97.93,97.21,43.56
2025-11-21,194.13,0,97.83,97.26,43.11
2025-11-22,202.41,0,97.75,98.61,42.1
2025-11-23,204.88,0,97.68,97.01,40.43
2025-11-24,210.12,0,97.62,97.5,42.23
2025-11-25,213.86,0,97.57,95.63,42.12
2025-11-26,249.15,0,97.54,97.99,42.66
2025-11-27,218.84,0,97.51,96.84,46.8
2025-11-28,200.12,0,97.5,96.01,41.48
2025-11-29,184.0,0,97.5,96.26,43.54
2025-11-30,181.55,0,97.51,94.6,45.01
2025-12-01,192.66,0,97.54,96.14,43.27
2025-12-02,236.31,0,97.57,94.83,47.97
2025-12-03,222.06,0,97.62,94.68,42.77
2025-12-04,256.98,0,97.68,94.27,44.43
2025-12-05,187.67,0,97.75,94.02,42.46
2025-12-06,174.97,0,97.83,94.75,43.64
2025-12-07,201.02,0,97.93,94.32,45.14
2025-12-08,231.43,0,98.03,94.52,46.66
2025-12-09,230.78,0,98.14,94.0,45.94
2025-12-10,242.42,0,98.26,94.36,48.16
2025-12-11,200.59,0,98.39,93.74,45.81
2025-12-12,196.97,0,98.53,95.66,45.7
2025-12-13,181.17,0,98.68,93.1,52.15
2025-12-14,175.71,0,98.83,95.22,47.92
2025-12-15,216.81,0,98.98,95.47,46.09
2025-12-16,205.21,0,99.14,94.12,46.54
2025-12-17,222.25,0,99.31,96.5,46.45
2025-12-18,221.05,0,99.48,95.88,50.62
2025-12-19,198.04,0,99.65,96.13,48.44
2025-12-20,201.33,0,99.83,95.74,49.84
2025-12-21,204.78,0,100.0,95.85,49.87
2025-12-22,230.15,0,100.17,96.13,51.88
2025-12-23,279.37,1,100.35,96.82,49.14
2025-12-24,255.12,0,100.52,97.79,49.1
2025-12-25,230.4,0,100.69,97.19,52.11
2025-12-26,249.27,1,100.86,96.65,53.27
2025-12-27,206.99,0,101.02,98.06,53.14
2025-12-28,206.55,0,101.17,98.3,51.25
2025-12-29,218.7,0,101.32,98.26,54.61
2025-12-30,236.21,0,101.47,98.42,52.14
